"DataSourceTitle","DataSourceId","PageId","LastEdited","Created","Url","Symbol","Side","Qty","Entry","Exit"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2a50bf31-ef15-8155-8c80-e26e752e05b6","2025-11-08 2:09:00 PM","2025-11-08 2:09:00 PM","https://www.notion.so/Buy-SELFTEST-2a50bf31ef1581558c80e26e752e05b6","SELFTEST","BUY","1","1.01","1.02"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2a50bf31-ef15-8113-8e80-c4242e846d70","2025-11-08 2:06:00 PM","2025-11-08 2:06:00 PM","https://www.notion.so/Buy-AAPL-2a50bf31ef1581138e80c4242e846d70","AAPL","BUY","100","225.3","226.05"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2a50bf31-ef15-81d1-9c38-f8ff965c5c4e","2025-11-08 1:37:00 PM","2025-11-08 1:37:00 PM","https://www.notion.so/Buy-AAPL-2a50bf31ef1581d19c38f8ff965c5c4e","AAPL","BUY","100","225.3","226.05"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2a50bf31-ef15-819a-9b16-d21b7d955ffd","2025-11-08 1:08:00 PM","2025-11-08 1:08:00 PM","https://www.notion.so/Buy-AAPL-2a50bf31ef15819a9b16d21b7d955ffd","AAPL","BUY","100","225.3","226.05"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2a50bf31-ef15-8167-b7d8-d432111d7da3","2025-11-08 12:44:00 PM","2025-11-08 12:44:00 PM","https://www.notion.so/Buy-AAPL-2a50bf31ef158167b7d8d432111d7da3","AAPL","BUY","100","225.3","226.05"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2a50bf31-ef15-81eb-a2ae-dd8ebc4d98c7","2025-11-08 12:32:00 PM","2025-11-08 12:32:00 PM","https://www.notion.so/Buy-AAPL-2a50bf31ef1581eba2aedd8ebc4d98c7","AAPL","BUY","100","225.3","226.05"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2a50bf31-ef15-8175-9df7-e6f5242e5896","2025-11-08 12:27:00 PM","2025-11-08 12:27:00 PM","https://www.notion.so/Buy-AAPL-2a50bf31ef1581759df7e6f5242e5896","AAPL","BUY","100","225.3","226.05"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2a50bf31-ef15-81e1-9447-dbf858b4066b","2025-11-08 12:24:00 PM","2025-11-08 12:24:00 PM","https://www.notion.so/Buy-AAPL-2a50bf31ef1581e19447dbf858b4066b","AAPL","BUY","100","225.3","226.05"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2a50bf31-ef15-8183-83ff-d6d5314a3e97","2025-11-08 12:20:00 PM","2025-11-08 12:20:00 PM","https://www.notion.so/SMOKE-2a50bf31ef15818383ffd6d5314a3e97","AAPL",,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29f0bf31-ef15-81f5-a2c6-e9d41fc95464","2025-11-01 8:46:00 PM","2025-11-01 8:46:00 PM","https://www.notion.so/Smoke-OK-2025-11-01T20-46-16-29f0bf31ef1581f5a2c6e9d41fc95464",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29f0bf31-ef15-8192-81de-c4531e8ed4c4","2025-11-01 8:44:00 PM","2025-11-01 8:44:00 PM","https://www.notion.so/Smoke-OK-2025-11-01T20-44-11-29f0bf31ef15819281dec4531e8ed4c4",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29f0bf31-ef15-80a5-a481-c718aef075dd","2025-11-01 8:42:00 PM","2025-11-01 7:49:00 PM","https://www.notion.so/API-OK-2025-11-01-20-42-29f0bf31ef1580a5a481c718aef075dd",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29f0bf31-ef15-8099-8b93-e6dfef5bd501","2025-11-01 5:22:00 PM","2025-11-01 5:22:00 PM","https://www.notion.so/29f0bf31ef1580998b93e6dfef5bd501",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29f0bf31-ef15-8002-8207-d5ae94e40fb1","2025-11-01 5:22:00 PM","2025-11-01 5:22:00 PM","https://www.notion.so/29f0bf31ef1580028207d5ae94e40fb1",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29f0bf31-ef15-80cd-b9dd-e83c946d67d7","2025-11-01 5:18:00 PM","2025-11-01 5:18:00 PM","https://www.notion.so/29f0bf31ef1580cdb9dde83c946d67d7",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-8126-8459-e06485b32029","2025-10-31 11:45:00 PM","2025-10-31 11:45:00 PM","https://www.notion.so/SMK-20251031-SPY-BUY-x1-500-Open-29e0bf31ef1581268459e06485b32029","SPY","BUY","1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-8157-8760-f8d17e56cbb6","2025-10-31 11:43:00 PM","2025-10-31 11:42:00 PM","https://www.notion.so/Smoke-OK-api-via-func-29e0bf31ef1581578760f8d17e56cbb6","SPY","BUY","1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-81f3-8e65-d4ae8a116a72","2025-10-31 11:41:00 PM","2025-10-31 11:39:00 PM","https://www.notion.so/Smoke-OK-api-via-func-29e0bf31ef1581f38e65d4ae8a116a72","SPY","BUY","1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-810e-8cc3-f638613d1be8","2025-10-31 11:38:00 PM","2025-10-31 11:38:00 PM","https://www.notion.so/Smoke-OK-api-29e0bf31ef15810e8cc3f638613d1be8","SPY","BUY","1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-81fd-9d1f-caefd67d170b","2025-10-31 11:33:00 PM","2025-10-31 11:32:00 PM","https://www.notion.so/Smoke-OK-29e0bf31ef1581fd9d1fcaefd67d170b","SPY","BUY","1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-81be-aa8f-d48e815067ed","2025-10-31 11:22:00 PM","2025-10-31 11:02:00 PM","https://www.notion.so/Smoke-OK-close-29e0bf31ef1581beaa8fd48e815067ed","SPY","SELL","1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-811c-9dc7-d07721e1b76b","2025-10-31 11:22:00 PM","2025-10-31 11:02:00 PM","https://www.notion.so/Smoke-OK-29e0bf31ef15811c9dc7d07721e1b76b","SPY","BUY","1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-8131-8576-c67a80f2eaad","2025-10-31 7:13:00 PM","2025-10-31 7:13:00 PM","https://www.notion.so/Module-OK-29e0bf31ef1581318576c67a80f2eaad","SPY","BUY","1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-8177-b8c3-d0dde0e4ab7e","2025-10-31 7:09:00 PM","2025-10-31 7:09:00 PM","https://www.notion.so/Promptless-test-29e0bf31ef158177b8c3d0dde0e4ab7e","NVDA","LONG","10",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-8199-938b-eb981462ebb1","2025-10-31 7:08:00 PM","2025-10-31 7:08:00 PM","https://www.notion.so/AAPL-scalp-29e0bf31ef158199938beb981462ebb1","AAPL","LONG","100",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-8146-aecb-c96c03c04d38","2025-10-31 7:08:00 PM","2025-10-31 7:08:00 PM","https://www.notion.so/MSFT-ORB-29e0bf31ef158146aecbc96c03c04d38","MSFT","BUY","50",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-815b-a254-ded0c9c130fc","2025-10-31 7:08:00 PM","2025-10-31 7:08:00 PM","https://www.notion.so/AAPL-scalp-29e0bf31ef15815ba254ded0c9c130fc","AAPL","LONG","100",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-81df-89ba-c42c7fa047a2","2025-10-31 7:05:00 PM","2025-10-31 7:05:00 PM","https://www.notion.so/OK-29e0bf31ef1581df89bac42c7fa047a2",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-818b-a157-ffb14a0581ad","2025-10-31 7:04:00 PM","2025-10-31 7:04:00 PM","https://www.notion.so/Trade-log-29e0bf31ef15818ba157ffb14a0581ad","AAPL","LONG","100",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-81db-9076-daa6dcb1a79a","2025-10-31 7:03:00 PM","2025-10-31 7:03:00 PM","https://www.notion.so/Smoke-29e0bf31ef1581db9076daa6dcb1a79a",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29e0bf31-ef15-81e0-93b2-ec9fa2588731","2025-10-31 7:01:00 PM","2025-10-31 7:01:00 PM","https://www.notion.so/Perm-check-OK-29e0bf31ef1581e093b2ec9fa2588731",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29d0bf31-ef15-803f-9fc3-d0de882cde5f","2025-10-31 12:53:00 PM","2025-10-31 12:53:00 PM","https://www.notion.so/29d0bf31ef15803f9fc3d0de882cde5f",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-801b-a4fe-d4ca3e8ef3fe","2025-10-30 4:54:00 PM","2025-10-30 4:53:00 PM","https://www.notion.so/EdgeDbUr-29c0bf31ef15801ba4fed4ca3e8ef3fe",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-8181-8f6a-df5f93f3d8ce","2025-10-30 4:46:00 PM","2025-10-30 3:54:00 PM","https://www.notion.so/AAPL-ORB-12-bars-2025-10-30T15-54-35-29c0bf31ef1581818f6adf5f93f3d8ce","AAPL",,"200",,"10.76"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2980bf31-ef15-81db-b521-f0058bc9d9dc","2025-10-30 4:37:00 PM","2025-10-25 11:01:00 PM","https://www.notion.so/AAPL-scalp-2980bf31ef1581dbb521f0058bc9d9dc","AAPL","BUY","100",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2980bf31-ef15-81c0-97a8-e98eb2e3708d","2025-10-30 4:37:00 PM","2025-10-25 11:19:00 PM","https://www.notion.so/Perm-check-OK-2980bf31ef1581c097a8e98eb2e3708d",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2980bf31-ef15-812a-b3f0-e3c3f716520f","2025-10-30 4:37:00 PM","2025-10-25 11:50:00 PM","https://www.notion.so/Replay-AAPL-ORB-auto-2980bf31ef15812ab3f0e3c3f716520f","AAPL","BUY","100",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-8105-84ca-f304f8678211","2025-10-30 4:37:00 PM","2025-10-28 5:36:00 PM","https://www.notion.so/once_done-AAPL-MSFT-NVDA-AMZN-META-TSLA-6-items-2025-10-28-17-36-42-29b0bf31ef15810584caf304f8678211",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-819a-b85e-c9e978f9e1f7","2025-10-30 4:37:00 PM","2025-10-28 5:40:00 PM","https://www.notion.so/once_done-AAPL-MSFT-TSLA-3-items-2025-10-28-17-40-50-29b0bf31ef15819ab85ec9e978f9e1f7",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-8104-b1a8-e688715a2e3b","2025-10-30 4:37:00 PM","2025-10-28 5:40:00 PM","https://www.notion.so/once_done-AAPL-MSFT-TSLA-3-items-2025-10-28-17-40-53-29b0bf31ef158104b1a8e688715a2e3b",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-81ee-95ab-de7cf40815b6","2025-10-30 4:37:00 PM","2025-10-28 5:46:00 PM","https://www.notion.so/once_done-AAPL-MSFT-TSLA-3-items-2025-10-28-17-46-37-29b0bf31ef1581ee95abde7cf40815b6",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-81ea-8a5b-ce091ffcae23","2025-10-30 4:37:00 PM","2025-10-28 7:33:00 PM","https://www.notion.so/TEST-PAGE-2025-10-28T19-33-26-29b0bf31ef1581ea8a5bce091ffcae23",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-8180-8868-e8a70dffcb62","2025-10-30 4:36:00 PM","2025-10-28 8:02:00 PM","https://www.notion.so/AAPL-29b0bf31ef1581808868e8a70dffcb62",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-818b-820b-fe4c0176f066","2025-10-30 4:36:00 PM","2025-10-28 8:02:00 PM","https://www.notion.so/MSFT-29b0bf31ef15818b820bfe4c0176f066",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-811f-8da9-fe26c74e25ba","2025-10-30 4:36:00 PM","2025-10-28 8:02:00 PM","https://www.notion.so/TSLA-29b0bf31ef15811f8da9fe26c74e25ba",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-812b-bb87-ff2e881d3c35","2025-10-30 4:36:00 PM","2025-10-28 8:08:00 PM","https://www.notion.so/AAPL-29b0bf31ef15812bbb87ff2e881d3c35",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-8190-b407-d43f55c66971","2025-10-30 4:36:00 PM","2025-10-28 8:08:00 PM","https://www.notion.so/MSFT-29b0bf31ef158190b407d43f55c66971",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-812c-9d3c-e13553eb9057","2025-10-30 4:36:00 PM","2025-10-28 8:08:00 PM","https://www.notion.so/TSLA-29b0bf31ef15812c9d3ce13553eb9057",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-81b2-acfb-e0271427a623","2025-10-30 4:36:00 PM","2025-10-28 8:17:00 PM","https://www.notion.so/AAPL-29b0bf31ef1581b2acfbe0271427a623",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-814f-a88c-fffe4f995fca","2025-10-30 4:36:00 PM","2025-10-28 8:17:00 PM","https://www.notion.so/MSFT-29b0bf31ef15814fa88cfffe4f995fca",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-8100-8a9a-fc37e887d0d0","2025-10-30 4:36:00 PM","2025-10-28 8:17:00 PM","https://www.notion.so/TSLA-29b0bf31ef1581008a9afc37e887d0d0",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-8173-a088-c466e410ee90","2025-10-30 4:36:00 PM","2025-10-29 12:40:00 AM","https://www.notion.so/AAPL-29b0bf31ef158173a088c466e410ee90",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-8194-a7b7-c55d239b42f4","2025-10-30 4:36:00 PM","2025-10-29 12:40:00 AM","https://www.notion.so/MSFT-29b0bf31ef158194a7b7c55d239b42f4",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29b0bf31-ef15-815a-9d42-ee196fa556c9","2025-10-30 4:36:00 PM","2025-10-29 12:40:00 AM","https://www.notion.so/TSLA-29b0bf31ef15815a9d42ee196fa556c9",,,"1",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-81fd-adc0-d937df897e54","2025-10-30 4:36:00 PM","2025-10-29 10:33:00 PM","https://www.notion.so/API-Smoke-2025-10-29-22-33-07-29c0bf31ef1581fdadc0d937df897e54","AAPL",,"14",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-815c-991d-c7961da3c55b","2025-10-30 4:36:00 PM","2025-10-29 10:37:00 PM","https://www.notion.so/API-Smoke-2025-10-29-22-33-07-29c0bf31ef15815c991dc7961da3c55b","AAPL",,"200",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-8144-b9f7-f284621d1316","2025-10-30 4:36:00 PM","2025-10-29 11:05:00 PM","https://www.notion.so/API-Smoke-2025-10-29-22-33-07-29c0bf31ef158144b9f7f284621d1316","AAPL",,"10",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-8170-bdda-d0118bbc51f8","2025-10-30 4:36:00 PM","2025-10-29 11:05:00 PM","https://www.notion.so/API-Smoke-2025-10-29-22-33-07-29c0bf31ef158170bddad0118bbc51f8","AAPL",,"10",,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-81e9-bf02-c08c8364d03f","2025-10-30 4:36:00 PM","2025-10-29 11:09:00 PM","https://www.notion.so/OPS-INFO-2025-10-29-23-09-29c0bf31ef1581e9bf02c08c8364d03f","pre-market",,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-811f-930c-e1bc67545db2","2025-10-30 4:36:00 PM","2025-10-30 3:48:00 AM","https://www.notion.so/AAPL-ORB-12-bars-2025-10-30T03-48-12-29c0bf31ef15811f930ce1bc67545db2","AAPL",,,,"10.76"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-801e-a193-fed505aee19b","2025-10-30 4:36:00 PM","2025-10-30 3:56:00 AM","https://www.notion.so/29c0bf31ef15801ea193fed505aee19b",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-81df-9ec3-cf8eb638c5d8","2025-10-30 4:36:00 PM","2025-10-30 3:53:00 PM","https://www.notion.so/Perm-check-OK-29c0bf31ef1581df9ec3cf8eb638c5d8",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","29c0bf31-ef15-8143-b342-c1cfac9802c0","2025-10-30 4:36:00 PM","2025-10-30 3:53:00 PM","https://www.notion.so/AAPL-ORB-12-bars-2025-10-30T15-53-45-29c0bf31ef158143b342c1cfac9802c0","AAPL",,,,"10.76"
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2980bf31-ef15-8179-a12b-d43faa5bb73c","2025-10-25 10:56:00 PM","2025-10-25 10:56:00 PM","https://www.notion.so/AAPL-scalp-2980bf31ef158179a12bd43faa5bb73c",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2980bf31-ef15-8105-a7a3-ce19d9334eed","2025-10-25 10:52:00 PM","2025-10-25 10:52:00 PM","https://www.notion.so/API-smoke-row-2980bf31ef158105a7a3ce19d9334eed",,,,,
"Trading Journal","2970bf31-ef15-809e-802a-000b4911c1fc","2970bf31-ef15-80e9-8167-c4ad8969a2c0","2025-10-25 4:02:00 AM","2025-10-24 10:28:00 PM","https://www.notion.so/AAPL-scalp-001-2970bf31ef1580e98167c4ad8969a2c0","AAPL","BUY/SELL","50",,
"Edge Feed","29c0bf31-ef15-80eb-a663-000bba3ee1c3","2a50bf31-ef15-80d5-8957-dbad961d1202","2025-11-08 2:10:00 AM","2025-11-08 2:10:00 AM","https://www.notion.so/2a50bf31ef1580d58957dbad961d1202",,,,,
"Edge Feed","29c0bf31-ef15-80eb-a663-000bba3ee1c3","2a50bf31-ef15-8028-b8cb-e54520dedf22","2025-11-08 2:09:00 AM","2025-11-08 2:08:00 AM","https://www.notion.so/Database-2a50bf31ef158028b8cbe54520dedf22",,,,,
"Edge Feed","29c0bf31-ef15-80eb-a663-000bba3ee1c3","29e0bf31-ef15-81e1-b818-dd0a83a70f76","2025-10-31 7:04:00 PM","2025-10-31 7:04:00 PM","https://www.notion.so/Edge-feed-check-29e0bf31ef1581e1b818dd0a83a70f76",,,,,
"Edge Feed","29c0bf31-ef15-80eb-a663-000bba3ee1c3","29c0bf31-ef15-80d7-9cfb-f60ea4ba6b93","2025-10-30 4:57:00 PM","2025-10-30 4:57:00 PM","https://www.notion.so/29c0bf31ef1580d79cfbf60ea4ba6b93",,,,,
"","29e0bf31-ef15-80af-8bff-000bae67c676","29f0bf31-ef15-80d5-ad64-e776ff6619e5","2025-11-01 8:15:00 PM","2025-11-01 8:15:00 PM","https://www.notion.so/29f0bf31ef1580d5ad64e776ff6619e5",,,,,
"Todo List","2970bf31-ef15-8042-90c4-000ba4e9b98a","2970bf31-ef15-8000-a994-f154a9c1c7bc","2025-10-24 8:27:00 PM","2025-10-24 8:27:00 PM","https://www.notion.so/Click-the-blue-New-button-to-add-a-task-2970bf31ef158000a994f154a9c1c7bc",,,,,
"Todo List","2970bf31-ef15-8042-90c4-000ba4e9b98a","2970bf31-ef15-800d-8454-e6071d77ddd4","2025-10-24 8:27:00 PM","2025-10-24 8:27:00 PM","https://www.notion.so/Click-me-to-see-even-more-details-2970bf31ef15800d8454e6071d77ddd4",,,,,
"Todo List","2970bf31-ef15-8042-90c4-000ba4e9b98a","2970bf31-ef15-802c-b312-e439e0cce703","2025-10-24 8:27:00 PM","2025-10-24 8:27:00 PM","https://www.notion.so/Click-me-to-learn-how-to-see-your-content-your-way-2970bf31ef15802cb312e439e0cce703",,,,,
"Todo List","2970bf31-ef15-8042-90c4-000ba4e9b98a","2970bf31-ef15-80dd-94bb-d3c70e767c3e","2025-10-24 8:27:00 PM","2025-10-24 8:27:00 PM","https://www.notion.so/See-finished-items-in-the-Done-view-2970bf31ef1580dd94bbd3c70e767c3e",,,,,
"Todo List","2970bf31-ef15-8042-90c4-000ba4e9b98a","2970bf31-ef15-80f5-95a9-ffa702a5bbc6","2025-10-24 8:27:00 PM","2025-10-24 8:27:00 PM","https://www.notion.so/Check-the-box-to-mark-items-as-done-2970bf31ef1580f595a9ffa702a5bbc6",,,,,
"Todo List","2970bf31-ef15-8042-90c4-000ba4e9b98a","2970bf31-ef15-8074-ac46-d19e73507745","2025-10-24 8:27:00 PM","2025-10-24 8:27:00 PM","https://www.notion.so/Click-me-to-learn-how-to-hide-checked-items-2970bf31ef158074ac46d19e73507745",,,,,
"Todo List","2970bf31-ef15-8042-90c4-000ba4e9b98a","2970bf31-ef15-80a1-887e-ed0332ac03fb","2025-10-24 8:27:00 PM","2025-10-24 8:27:00 PM","https://www.notion.so/Click-the-due-date-to-change-it-2970bf31ef1580a1887eed0332ac03fb",,,,,
